"4579","Μιλτιάδης","Μιλτιάδης","Μιλτιάδης","4102","",""
"4583","Μέτελλος","Μέτελλος","Μέτελλος","25254","",""
"4589","Δαυΐδ","Δαυΐδ","Δαυΐδ","8931","",""
"4618","Πρωταγόρας","Πρωταγόρας","Πρωταγόρας","5301","",""
"4625","Ἰταλικός","Ἰταλικός","Ἰταλικός","27900","",""
"4634","Ἴβηρ","Ἴβηρ","Ἴβηρ","15937","",""
"4653","Κρίτων","Κρίτων","Κρίτων","3768","",""
"4658","Θεόδωρος","Θεόδωρος","Θεόδωρος","5490","",""
"4660","Ἰώβ","Ἰώβ","Ἰώβ","9696","",""
"4671","Νῶε","Νῶε","Νῶε","10807","",""
"4680","Τύχη","Τύχη","Τύχη","12676","",""
"4690","Ἰφικράτης","Ἰφικράτης","Ἰφικράτης","49328","",""
"4702","Περδίκκας","Περδίκκας","Περδίκκας","5030","",""
"4703","Χαλκιδεύς","Χαλκιδεύς","Χαλκιδεύς","36843","",""
"4729","Γλαῦκος","Γλαῦκος","Γλαῦκος","3346","",""
"4735","Γερμανός","Γερμανός","Γερμανός","6853","",""
"4745","Κάδμος","Κάδμος","Κάδμος","45224","",""
"4755","Λύκος","Λύκος","Λύκος","3921","",""
"4758","Ἀρχίλοχος","Ἀρχίλοχος","Ἀρχίλοχος","2220","",""
"4761","Πυθία","Πυθία","Πυθία","43325","",""
"4769","Πολέμων","Πολέμων","Πολέμων","5193","",""
"4777","Εὔπολις","Εὔπολις","Εὔπολις","3049","",""
"4783","Ἰλιάς","Ἰλιάς","Ἰλιάς","48763","",""
"4786","Προμηθεύς","Προμηθεύς","Προμηθεύς","42842","",""
"4792","Ἠλίας","Ἠλίας","Ἠλίας","43522","2929",""
"4795","Σαμουήλ","Σαμουήλ","Σαμουήλ","5641","",""
"4812","Κένταυρος","Κένταυρος","Κένταυρος","27062","",""
"4813","Κτησιφῶν","Κτησιφῶν","Κτησιφῶν","22267","",""
"4817","Αἰγινήτης","Αἰγινήτης","Αἰγινήτης","48905","",""
"4837","Ἐπαμεινώνδας","Ἐπαμεινώνδας","Ἐπαμεινώνδας","25483","",""
"4840","Ὁμηρικός","Ὁμηρικός","Ὁμηρικός","48760","",""
"4856","Λέπιδος","Λέπιδος","Λέπιδος","22322","",""
"4858","Πύθιος","Πύθιος","Πύθιος","34660","",""
"4866","Ἀντιφάνης","Ἀντιφάνης","Ἀντιφάνης","2069","",""
"4891","Ποσειδώνιος","Ποσειδώνιος","Ποσειδώνιος","5236","",""
"4892","Ἱππίας","Ἱππίας","Ἱππίας","4619","",""
"4907","Δάφνις","Δάφνις","Δάφνις","2660","2660",""
"4913","Ἔφορος","Ἔφορος","Ἔφορος","45244","",""
"4932","Ἁβραάμ","Ἁβραάμ","Ἁβραάμ","1707","",""
"4937","Ἄλεξις","Ἄλεξις","Ἄλεξις","1890","43510",""
"4941","Νύμφη","Νύμφη","Νύμφη","4362","",""
"4942","Ἦλις","Ἦλις","Ἦλις","3368","3368","3368"
"4944","Ἀκαρνάν","Ἀκαρνάν","Ἀκαρνάν","49434","",""
"4952","Φαίαξ","Φαίαξ","Φαίαξ","43776","",""
"4954","Βενιαμίν","Βενιαμίν","Βενιαμίν","8990","",""
"4958","Ἄππιος","Ἄππιος","Ἄππιος","8708","",""
"4972","Μάρκελλος","Μάρκελλος","Μάρκελλος","10519","",""
"4983","Ἀντιφῶν","Ἀντιφῶν","Ἀντιφῶν","2071","",""
"4993","Μαντινεύς","Μαντινεύς","Μαντινεύς","49213","",""
